date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	2	amsua	metop-a	1	365	6	2.5	-0.1795233	0.7987669	0.1677843	2.071236	1.9110181
2021-05-11 03:00:00	2	amsua	metop-a	2	371	0	2.2	-0.527806	0.4707562	0.0611859	1.5998135	1.5289839
2021-05-11 03:00:00	2	amsua	metop-a	3	371	0	2.0	0.620143	0.0320747	0.3453669	1.9340924	1.9338264
2021-05-11 03:00:00	2	amsua	metop-a	4	371	0	0.55	-0.0215935	-0.032002	0.1718007	0.3556865	0.3542439
2021-05-11 03:00:00	2	amsua	metop-a	5	371	0	0.3	-0.4267007	0.0600471	0.3873984	0.2436002	0.2360835
2021-05-11 03:00:00	2	amsua	metop-a	6	1160	0	0.23	-1.1472165	-0.0238115	0.4606377	0.1582196	0.1564176
2021-05-11 03:00:00	2	amsua	metop-a	9	1234	3	0.25	-0.8569491	-0.0463858	0.4816803	0.1737337	0.1674269
2021-05-11 03:00:00	2	amsua	metop-a	10	1237	0	0.35	-0.4457374	-0.0089753	0.3558674	0.209746	0.2095539
2021-05-11 03:00:00	2	amsua	metop-a	11	1235	2	-0.4	-0.3043913	0.3327154	1.0929989	0.4268884	0.2674587
2021-05-11 03:00:00	2	amsua	metop-a	12	1171	66	-0.55	-0.0239768	0.6213926	1.4416315	0.7219769	0.3675893
2021-05-11 03:00:00	2	amsua	metop-a	13	86	1151	-0.8	-0.0846479	0.9506621	0.7738696	0.980864	0.2415278
2021-05-11 03:00:00	2	amsua	metop-a	15	371	0	3.5	1.4043114	0.5450915	0.0955412	1.6020603	1.5064768
2021-05-11 03:00:00	2	amsua	n19	1	332	5	2.5	1.0081873	0.486085	0.1633589	1.6884293	1.6169462
2021-05-11 03:00:00	2	amsua	n19	2	337	0	2.2	1.3678879	0.3602761	0.0650241	1.2284753	1.1744585
2021-05-11 03:00:00	2	amsua	n19	3	335	2	2.0	1.9639521	0.4179111	0.183874	1.4003073	1.3364919
2021-05-11 03:00:00	2	amsua	n19	4	337	0	0.55	-0.4581348	0.0317534	0.142679	0.2939793	0.2922594
2021-05-11 03:00:00	2	amsua	n19	5	337	10	0.3	-0.9048232	0.0954928	0.3807311	0.2803169	0.2635501
2021-05-11 03:00:00	2	amsua	n19	6	1170	0	0.23	-1.0944314	0.0155151	0.3897108	0.1542696	0.1534874
2021-05-11 03:00:00	2	amsua	n19	7	1188	39	-0.23	-1.3244901	0.0179228	1.7088436	0.3012211	0.3006874
2021-05-11 03:00:00	2	amsua	n19	8	752	475	-0.25	0.4993497	0.0752617	2.7917406	0.4179363	0.4111039
2021-05-11 03:00:00	2	amsua	n19	9	1227	0	0.25	-0.756108	-0.0151958	0.4322161	0.1645716	0.1638685
2021-05-11 03:00:00	2	amsua	n19	10	1227	0	0.35	-0.4075433	0.0154378	0.3324502	0.2027286	0.2021399
2021-05-11 03:00:00	2	amsua	n19	11	1227	0	-0.4	-0.3341052	0.2357007	0.6647663	0.3329753	0.2351972
2021-05-11 03:00:00	2	amsua	n19	12	1204	23	-0.55	0.0447245	0.5936477	1.2830598	0.6822024	0.3361287
2021-05-11 03:00:00	2	amsua	n19	13	14	1213	-0.8	0.7153399	1.0776222	0.9627625	1.0835505	0.1131902
2021-05-11 03:00:00	2	amsua	n19	15	322	15	3.5	2.5725409	0.2291742	0.1822815	2.0166557	2.0035916
2021-05-11 03:00:00	2	amsua	metop-b	7	849	0	-0.23	-1.1282754	0.0013782	0.7848635	0.2038652	0.2038605
2021-05-11 03:00:00	2	amsua	metop-b	8	849	0	0.25	-0.8413578	0.0143991	0.4349214	0.1649594	0.1643297
2021-05-11 03:00:00	2	amsua	metop-b	9	849	0	0.25	-0.5663405	-0.0141051	0.4022399	0.158761	0.1581332
2021-05-11 03:00:00	2	amsua	metop-b	10	849	0	0.35	-0.2045892	0.014198	0.3173545	0.1980709	0.1975614
2021-05-11 03:00:00	2	amsua	metop-b	11	849	0	-0.4	-0.0301244	0.2153234	0.642203	0.3271198	0.2462584
2021-05-11 03:00:00	2	amsua	metop-b	12	833	16	-0.55	0.3116739	0.5664456	1.2165016	0.6632154	0.3449552
2021-05-11 03:00:00	3	amsua	metop-b	13	96	753	-0.8	0.705668	0.9461883	0.7840611	0.9770358	0.2435707
2021-05-11 03:00:00	3	amsua	n15	6	3	0	-0.23	-2.3738175	0.457535	3.8224988	0.4730178	0.1200316
2021-05-11 03:00:00	3	amsua	n15	7	734	0	0.25	-0.2205529	0.0156227	0.2562428	0.1267339	0.1257673
2021-05-11 03:00:00	3	amsua	n15	8	734	0	0.275	-0.1415309	0.0568228	0.2766892	0.144731	0.1331098
2021-05-11 03:00:00	3	amsua	n15	9	734	0	0.34	-0.0445311	-0.0411121	0.3046673	0.1879166	0.1833642
2021-05-11 03:00:00	3	amsua	n15	10	734	0	0.4	0.1824756	-0.0036293	0.2236349	0.1900497	0.1900151
2021-05-11 03:00:00	3	amsua	n15	12	734	0	-1.0	0.4847726	0.4046946	0.2263257	0.5209621	0.3280606
2021-05-11 03:00:00	3	amsua	n15	13	170	564	-1.5	1.7254481	1.8627479	0.830956	1.8981952	0.3651237
2021-05-11 03:00:00	3	amsua	n18	1	174	3	2.5	-3.8919692	-0.3352761	0.1170083	2.2626384	2.23766
2021-05-11 03:00:00	3	amsua	n18	2	177	0	2.2	-3.0717595	-0.1543592	0.0685477	1.8664281	1.8600341
2021-05-11 03:00:00	3	amsua	n18	3	177	0	2.0	-0.7428024	-0.5068613	0.1095081	1.333362	1.2332663
2021-05-11 03:00:00	3	amsua	n18	4	177	0	0.55	-0.3208118	-0.0137798	0.1014133	0.3193384	0.319041
2021-05-11 03:00:00	3	amsua	n18	5	177	0	-0.3	-0.5698926	0.0147602	0.4302305	0.2599564	0.259537
