date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	2	amsua	metop-b	7	849	0	-0.23	-1.1270232	0.0026284	0.7870348	0.2041472	0.2041303
2021-05-11 03:00:00	2	amsua	metop-b	8	849	0	0.25	-0.8403006	0.0146903	0.4360431	0.165172	0.1645174
2021-05-11 03:00:00	2	amsua	metop-b	9	849	0	0.25	-0.5661264	-0.0139437	0.4048445	0.1592742	0.1586627
2021-05-11 03:00:00	2	amsua	metop-b	10	849	0	0.35	-0.2041814	0.0145293	0.3188495	0.1985369	0.1980045
2021-05-11 03:00:00	2	amsua	metop-b	11	849	0	-0.4	-0.0295426	0.2159151	0.6460658	0.3281023	0.2470461
2021-05-11 03:00:00	2	amsua	metop-b	12	833	16	-0.55	0.3120131	0.5667827	1.2174387	0.6634708	0.3448926
2021-05-11 03:00:00	3	amsua	metop-b	13	96	753	-0.8	0.7060197	0.9465294	0.7845642	0.9773511	0.2435103
2021-05-11 03:00:00	3	amsua	n15	6	3	0	-0.23	-2.3729279	0.4583265	3.8336855	0.4738604	0.1203349
2021-05-11 03:00:00	3	amsua	n15	7	734	0	0.25	-0.2204577	0.016021	0.2566823	0.1268432	0.1258273
2021-05-11 03:00:00	3	amsua	n15	8	734	0	0.275	-0.1416723	0.0568934	0.2762226	0.1446089	0.1329469
2021-05-11 03:00:00	3	amsua	n15	9	734	0	0.34	-0.0446835	-0.0413168	0.3062442	0.1884022	0.183816
2021-05-11 03:00:00	3	amsua	n15	10	734	0	0.4	0.1825686	-0.0022988	0.224008	0.1902083	0.1901944
2021-05-11 03:00:00	3	amsua	n15	12	734	0	-1.0	0.4849063	0.4048284	0.2264044	0.5210527	0.3280394
2021-05-11 03:00:00	3	amsua	n15	13	170	564	-1.5	1.7255395	1.8628309	0.8310214	1.8982694	0.365086
2021-05-11 03:00:00	3	amsua	n18	1	175	3	2.5	-3.8859145	-0.3221213	0.1164348	2.2565822	2.2334729
2021-05-11 03:00:00	3	amsua	n18	2	178	0	2.2	-3.0659213	-0.140581	0.0683752	1.8639787	1.8586698
2021-05-11 03:00:00	3	amsua	n18	3	178	0	2.0	-0.7307238	-0.4963251	0.1099032	1.3368428	1.2412937
2021-05-11 03:00:00	3	amsua	n18	4	178	0	0.55	-0.3143747	-0.0119993	0.1024834	0.3227957	0.3225726
2021-05-11 03:00:00	3	amsua	n18	5	178	0	-0.3	-0.5656686	0.0176581	0.4311476	0.2607701	0.2601715
2021-05-11 03:00:00	3	amsua	n18	6	673	0	0.23	-1.2964559	-0.0359431	0.3364752	0.1356972	0.1308504
2021-05-11 03:00:00	3	amsua	n18	7	707	0	0.23	-1.6323617	0.0188216	0.5175692	0.1655604	0.1644871
2021-05-11 03:00:00	3	amsua	n18	8	700	7	-0.25	-1.1265849	-0.0253314	1.376231	0.2934367	0.2923413
2021-05-11 03:00:00	3	amsua	n18	9	707	0	-0.25	-1.2228701	-0.0577536	0.7129589	0.2113639	0.2033205
